
Passwords:
0 1692945 TstdDl01EVnO. 0 20.66 20.66 979614
1 4238377 s7ADD/wr8UWGU 1 17.82 17.82 6993092
2 6516708 lxjquyVYS8gNU 2 14.50 14.50 5544135
3 0490162 N6p2MHg6EmA4Q 3 7.24 7.24 2828505
4 4897967 fKE3Ll2q1LqEA 4 40.26 40.26 868205
5 0383580 eqZc9XFwnH65I 5 2.02 2.02 789013
6 5005214 OoJtN..OXvgIg 6 11.20 11.20 4345592
7 6956601 jcvH9n6bbLIcs 7 0.00 0.00 8
8 8722889 U3mlKU3HW2jpA 7 34.24 34.24 13343593
9 8703181 myqE766YsH2Tw 5 4.44 2.42 942997
10 5634153 OUFQugoJag77g 5 11.12 6.69 2603314
11 5898279 TPZUGU05RlhdI 3 30.15 22.91 8987220
12 8175073 HCg.25E3h7wQo 4 45.72 34.60 2085731
13 3377538 jbEfFfPt6x/3Y 6 37.24 26.04 10107334
14 8413844 XHlANFyHQKga2 0 45.32 30.82 1739220
15 3594521 jyMZcTNVKY.Ls 2 62.35 44.54 5773779
16 9566525 5NrhoMLwquvJU 0 38.00 17.35 262777
17 4269122 0A2AZmY3ZsH6U 2 65.15 35.00 638154
18 7806875 9edRkIeKJgfRI 6 63.48 29.24 439582
19 5497294 QRbyVsole1TFg 4 47.28 10.04 601048

Tries per task:
	0 69872913
	1 25573652
	2 24874058
	3 25538105
	4 25009254
	5 25418594
	6 25337498
	7 25453471

TIME	65.15
TRIES	247077553
NUM PROCS:	8
