
Passwords:
0 1692945 TstdDl01EVnO. 0 18.83 18.83 261414
1 4238377 s7ADD/wr8UWGU 1 18.15 18.15 6993092
2 6516708 lxjquyVYS8gNU 2 14.68 14.68 5544135
3 0490162 N6p2MHg6EmA4Q 3 7.30 7.30 2828505
4 4897967 fKE3Ll2q1LqEA 4 73.46 73.46 27985546
5 0383580 eqZc9XFwnH65I 3 44.14 36.84 14401382
6 5005214 OoJtN..OXvgIg 2 77.82 63.14 23815795
7 6956601 jcvH9n6bbLIcs 1 27.86 9.71 3751847
8 8722889 U3mlKU3HW2jpA 0 45.19 26.35 397425
9 8703181 myqE766YsH2Tw 1 44.03 16.17 6205022
10 5634153 OUFQugoJag77g 1 56.31 12.29 4717681
11 5898279 TPZUGU05RlhdI 3 48.27 4.13 1609617
12 8175073 HCg.25E3h7wQo 0 57.68 12.49 516911
13 3377538 jbEfFfPt6x/3Y 3 83.17 34.90 13579616
14 8413844 XHlANFyHQKga2 2 97.61 41.30 24030
15 3594521 jyMZcTNVKY.Ls 0 63.34 5.67 2157420
16 9566525 5NrhoMLwquvJU 0 81.41 18.07 1356265
17 4269122 0A2AZmY3ZsH6U 1 104.56 31.10 2689517
18 7806875 9edRkIeKJgfRI 2 97.55 19.73 7467029
19 5497294 QRbyVsole1TFg 0 86.33 4.92 1200775

Tries per task:
	0 127503024
	1 40217639
	2 39484159
	3 40758050
	4 39831856

TIME	104.56
TRIES	287794736
NUM PROCS:	5
